age,sex,chest_pain_type,resting_blood_pressure,cholesterol,fasting_blood_sugar,rest_ecg,max_heart_rate_achieved,exercise_induced_angina,st_depression,st_slope,num_major_vessels,thalassemia,target,state,address,city,postalCode,name,ssn,pregnant,diabetic,asthmatic,observation,smoker
54,0,2,160,201,0,1,163,0,0.0,2,1,2,1,CA,3228 Chettenham Drive,Rancho Cordova,95670,Jan Macek,784-62-4631,0,0,0,Jan Macek from Rancho Cordova. Last visit on 08/30/2020,0
49,0,1,134,271,0,1,162,0,0.0,1,0,2,1,OK,1901 North Midwest Boulevard,Edmond,73034,Nghi Doan,939-15-6045,1,0,1,Nghi Doan from Edmond. Last visit on 11/01/2019,0
42,1,1,120,295,0,1,162,0,0.0,2,0,2,1,CA,1536 North Main Street,Salinas,93906,Benedikte Ringdal,644-19-5183,0,1,1,Benedikte Ringdal from Salinas. Last visit on 03/25/2018,0
41,1,1,110,235,0,1,153,0,0.0,2,0,2,1,MA,33 Linscott Road,Hingham,02043,Murat Arslan,228-99-8742,0,0,0,Murat Arslan from Hingham. Last visit on 07/05/2020,0
41,0,1,126,306,0,1,163,0,0.0,2,0,2,1,CA,1732 27th Avenue,Oakland,94601,Zuzana Polaskova,620-35-4900,1,0,0,Zuzana Polaskova from Oakland. Last visit on 03/18/2020,0
49,0,0,130,269,0,1,163,0,0.0,2,0,2,1,DC,22 Gallatin Street Northeast,Washington,20011,Lan Dam,723-93-5032,0,0,0,Lan Dam from Washington. Last visit on 01/16/2019,0
60,0,2,120,178,1,1,96,0,0.0,2,0,2,1,AL,8125 Glynnwood Drive,Montgomery,36117,Syamsul Tanjung,446-75-5190,0,0,0,Syamsul Tanjung from Montgomery. Last visit on 10/07/2019,0
62,1,1,128,208,1,0,140,0,0.0,2,0,2,1,GA,2139 Glynnwood Drive,Savannah,31404,Bazarbay Abildauly,942-34-6465,0,0,0,Bazarbay Abildauly from Savannah. Last visit on 12/20/2019,0
57,1,0,110,201,0,1,126,1,1.5,1,0,1,1,MA,14 School Street,Medway,02053,Andres Delgadillo,207-39-9596,0,0,0,Andres Delgadillo from Medway. Last visit on 12/26/2019,1
64,1,0,128,263,0,1,105,1,0.2,1,1,3,1,AK,264 Crest Drive,Soldotna,99669,Denys Bondar,782-55-1084,0,0,0,Denys Bondar from Soldotna. Last visit on 11/05/2020,0
51,0,2,120,295,0,0,157,0,0.6,2,0,2,1,GA,307 Joel Street,Pooler,31322,Yasmin Faisal,379-76-7989,0,0,0,Yasmin Faisal from Pooler. Last visit on 12/23/2019,0
43,1,0,115,303,0,1,181,0,1.2,1,0,2,1,VT,188 River Road,Essex,05452,Chin-sik Lim,891-52-3292,0,1,1,Chin-sik Lim from Essex. Last visit on 07/21/2019,1
42,0,2,120,209,0,1,173,0,0.0,1,0,2,1,CA,1643 Oxford Street,Berkeley,94709,Jaan Valbe,654-82-1753,0,0,0,Jaan Valbe from Berkeley. Last visit on 05/18/2019,0
67,0,0,106,223,0,1,142,0,0.3,2,2,2,1,TN,5545 Saddlewood Lane,Brentwood,37027,Nasir Isabaiuly,144-24-9089,0,0,0,Nasir Isabaiuly from Brentwood. Last visit on 12/23/2020,0
76,0,2,140,197,0,2,116,0,1.1,1,0,2,1,CA,26466 Mockingbird Lane,Hayward,94544,Mario Simatupang,720-37-7671,0,1,1,Mario Simatupang from Hayward. Last visit on 08/26/2018,0
70,1,1,156,245,0,0,143,0,0.0,2,0,2,1,DC,4840 Reservoir Road Northwest,Washington,20007,Unai Kortaxarena,165-93-3552,0,1,0,Unai Kortaxarena from Washington. Last visit on 09/29/2020,0
44,0,2,118,242,0,1,149,0,0.3,1,1,2,1,MA,599 Cambridge Street,Cambridge,02141,Anette Thomsen,552-16-1602,1,0,0,Anette Thomsen from Cambridge. Last visit on 09/13/2020,1
60,0,3,150,240,0,1,171,0,0.9,2,0,2,1,TN,584 Rural Hill Road,Nashville,37217,Hakan Kokshoorn,291-10-8373,1,0,0,Hakan Kokshoorn from Nashville. Last visit on 12/19/2018,0
44,1,2,120,226,0,1,169,0,0.0,2,0,2,1,CO,10262 West 59th Avenue,Arvada,80004,Maha Kabara,579-25-2269,0,1,0,Maha Kabara from Arvada. Last visit on 05/04/2019,0
42,1,2,130,180,0,1,150,0,0.0,2,0,2,1,KY,945 South 5th Street,Louisville,40203,Pontus Jutila,313-57-4712,0,1,0,Pontus Jutila from Louisville. Last visit on 07/22/2018,1
66,1,0,160,228,0,0,138,0,2.3,2,0,1,1,AL,2543 The Meadows,Montgomery,36116,Marina Azevedo,792-18-4358,0,1,0,Marina Azevedo from Montgomery. Last visit on 05/29/2018,0
71,0,0,112,149,0,1,125,0,1.6,1,0,2,1,MA,153 Atlantic Avenue,Salisbury,01952,Peeter Vaino,546-59-4480,1,0,0,Peeter Vaino from Salisbury. Last visit on 08/21/2019,0
64,1,3,170,227,0,0,155,0,0.6,1,0,3,1,VT,9 Brooklyn Street,Montgomery,05488,Andrii Panasenko,628-71-9564,0,0,1,Andrii Panasenko from Montgomery. Last visit on 12/02/2018,0
66,0,2,146,278,0,0,152,0,0.0,1,1,2,1,DC,5722 8th Street Northwest,Washington,20011,Goncalo Almeida,213-66-6826,1,0,0,Goncalo Almeida from Washington. Last visit on 10/31/2018,0
39,0,2,138,220,0,1,152,0,0.0,1,0,2,1,AL,8700 Seaton Boulevard,Montgomery,36116,Dileep Chaturvedi,961-42-6844,0,0,0,Dileep Chaturvedi from Montgomery. Last visit on 05/09/2020,0
58,0,0,130,197,0,1,131,0,0.6,1,0,2,1,CA,1004 Bellflower Street,Livermore,94551,Kartika Indarwati,152-68-8478,1,0,0,Kartika Indarwati from Livermore. Last visit on 11/24/2020,0
47,1,2,130,253,0,1,179,0,0.0,2,0,2,1,CA,4738 Mallard Common,Fremont,94555,Gediminas Matulis,423-18-7687,0,1,0,Gediminas Matulis from Fremont. Last visit on 10/17/2019,0
35,1,1,122,192,0,1,174,0,0.0,2,0,2,1,AK,875 Latouche Street,Anchorage,99501,Miloslav Sedlar,366-18-5141,0,0,0,Miloslav Sedlar from Anchorage. Last visit on 05/31/2019,1
58,1,1,125,220,0,1,144,0,0.4,1,4,3,1,AL,4940 Fuller Road,Montgomery,36110,Chuan Suttirat,605-94-5417,0,0,0,Chuan Suttirat from Montgomery. Last visit on 09/26/2018,1
56,1,1,130,221,0,0,163,0,0.0,2,0,3,1,AL,5754 Belleau Drive,Montgomery,36117,Jonathan Kristoffersen,621-69-1734,0,0,0,Jonathan Kristoffersen from Montgomery. Last visit on 07/24/2020,0
56,1,1,120,240,0,1,169,0,0.0,0,0,2,1,GA,1403 Lincoln Street,Savannah,31401,Bratislav Tomic,100-25-5649,0,0,0,Bratislav Tomic from Savannah. Last visit on 01/20/2020,1
55,0,1,132,342,0,1,166,0,1.2,2,0,2,1,AR,140 South Hill Avenue,Fayetteville,72701,Andrei Costache,977-93-9527,0,0,0,Andrei Costache from Fayetteville. Last visit on 04/20/2019,0
41,1,1,120,157,0,1,182,0,0.0,2,0,2,1,KY,642 South 2nd Street,Louisville,40202,An Ni,431-32-5626,0,0,0,An Ni from Louisville. Last visit on 09/25/2018,0
38,1,2,138,175,0,1,173,0,0.0,2,4,2,1,CO,6473 Zephyr Street,Arvada,80004,Kerstin Mark,669-25-7531,0,0,0,Kerstin Mark from Arvada. Last visit on 08/03/2020,0
38,1,2,138,175,0,1,173,0,0.0,2,4,2,1,AR,4250 North Valley Lake Drive,Fayetteville,72703,Andrea Lukacova,982-19-4707,0,1,0,Andrea Lukacova from Fayetteville. Last visit on 07/13/2019,0
67,1,0,160,286,0,0,108,1,1.5,1,3,2,0,FL,565 North Lakeshore Drive,Panama City Beach,32413,Margit Takacs,463-59-9111,0,1,0,Margit Takacs from Panama City Beach. Last visit on 05/22/2020,0
67,1,0,120,229,0,0,129,1,2.6,1,2,3,0,AR,5514 West Wedington Drive,Fayetteville,72704,Daeng Srisopa,788-59-9703,0,1,0,Daeng Srisopa from Fayetteville. Last visit on 02/14/2019,0
62,0,0,140,268,0,0,160,0,3.6,0,2,2,0,FL,1909 Wainwright Avenue,Panama City,32405,Lilith Kuzmina,928-50-9325,0,0,0,Lilith Kuzmina from Panama City. Last visit on 07/25/2019,0
63,1,0,130,254,0,0,147,0,1.4,1,1,3,0,AZ,4525 West Frier Drive,Glendale,85301,Yuu Shibata,645-19-7600,0,0,0,Yuu Shibata from Glendale. Last visit on 10/21/2020,0
53,1,0,140,203,1,0,155,1,3.1,0,0,3,0,GA,201 West Montgomery Cross Road,Savannah,31406,Petros Doudis,891-11-6284,0,0,0,Petros Doudis from Savannah. Last visit on 07/11/2020,0
56,1,2,130,256,1,0,142,1,0.6,1,1,1,0,AL,915 Heath Drive,Montgomery,36108,Sebastian Kowalczyk,156-86-7197,0,0,0,Sebastian Kowalczyk from Montgomery. Last visit on 02/10/2018,0
48,1,1,110,229,0,1,168,0,1.0,0,0,3,0,CT,95 Briarwood Drive,Manchester,06040,Yu-jin Yu,676-73-5564,0,0,0,Yu-jin Yu from Manchester. Last visit on 08/25/2019,0
58,1,1,120,284,0,0,160,0,1.8,1,0,2,0,CT,69 Washington Street,Manchester,06042,Welly Maryadi,178-45-8229,0,1,0,Welly Maryadi from Manchester. Last visit on 12/17/2020,0
58,1,2,132,224,0,0,173,0,3.2,2,2,3,0,OK,2900 North Western Avenue,Edmond,73012,Ratih Winata,605-37-6541,0,0,0,Ratih Winata from Edmond. Last visit on 12/25/2020,0
60,1,0,130,206,0,0,132,1,2.4,1,2,3,0,AZ,7841 West Kristal Way,Glendale,85308,Andrey Glazkov,907-22-9141,0,0,0,Andrey Glazkov from Glendale. Last visit on 06/05/2019,0
40,1,0,110,167,0,0,114,1,2.0,1,0,3,0,TN,361 Parmley Lane,Nashville,37207,Yue Jen,439-66-6440,0,0,0,Yue Jen from Nashville. Last visit on 06/07/2018,1
60,1,0,117,230,1,1,160,1,1.4,2,2,3,0,OK,6120 Southeast 84th Street,Oklahoma City,73135,Manuela Torres,931-67-1522,0,1,1,Manuela Torres from Oklahoma City. Last visit on 03/13/2018,1
64,1,2,140,335,0,1,158,0,0.0,2,0,2,0,AZ,9428 North 65th Drive,Glendale,85302,Joseba Goikosoloeta,294-21-4000,0,1,0,Joseba Goikosoloeta from Glendale. Last visit on 12/21/2019,0
43,1,0,120,177,0,0,120,1,2.5,1,0,3,0,MA,11 Meeting Place Circle,Boxford,01921,Manasi Goyal,926-87-9190,0,0,0,Manasi Goyal from Boxford. Last visit on 04/01/2018,0
57,1,0,150,276,0,0,112,1,0.6,1,1,1,0,CA,4438 Maine Avenue,Baldwin Park,91706,Tamar Peled,607-44-4729,0,0,0,Tamar Peled from Baldwin Park. Last visit on 10/09/2018,0
55,1,0,132,353,0,1,132,1,1.2,1,1,3,0,AL,65 Jones Lane,Montevallo,35115,Tormod Åmodt,189-24-3939,0,0,0,Tormod Åmodt from Montevallo. Last visit on 05/04/2019,0
65,0,0,150,225,0,0,114,0,1.0,1,3,3,0,KY,3140 Commander Drive,Louisville,40220,Abel Szucs,210-48-3735,0,0,0,Abel Szucs from Louisville. Last visit on 03/20/2019,0
61,0,0,130,330,0,0,169,0,0.0,2,0,2,0,CA,107 Guaymas Place,Davis,95616,Sara Mladenovic,907-32-4316,1,1,1,Sara Mladenovic from Davis. Last visit on 12/18/2018,0
58,1,2,112,230,0,0,165,0,2.5,1,1,3,0,AZ,6114 West Glenn Drive,Glendale,85301,Nemanja Milatovic,603-28-2221,0,1,0,Nemanja Milatovic from Glendale. Last visit on 06/13/2020,0
50,1,0,150,243,0,0,128,0,2.6,1,0,3,0,CA,622 Thomas Street,Woodland,95776,Matheus Silva,708-22-1673,0,0,0,Matheus Silva from Woodland. Last visit on 04/25/2020,0
44,1,0,112,290,0,0,153,0,0.0,2,1,2,0,FL,127 Grand Heron Drive,Panama City,32407,Jakob Anhalt,803-40-6367,0,0,0,Jakob Anhalt from Panama City. Last visit on 03/20/2020,0
60,1,0,130,253,0,1,144,1,1.4,2,1,3,0,AK,3504 East 16th Avenue,Anchorage,99508,Iker Etxetxipia,109-24-9890,0,0,1,Iker Etxetxipia from Anchorage. Last visit on 10/08/2018,0
54,1,0,124,266,0,0,109,1,2.2,1,1,3,0,AL,1230 Stafford Drive,Montgomery,36117,Ana Melinte,927-36-4638,0,0,0,Ana Melinte from Montgomery. Last visit on 07/25/2019,0
50,1,2,140,233,0,1,163,0,0.6,1,1,3,0,CO,6007 Yarrow Street,Arvada,80004,Nopparat Udomprecha,704-10-8504,0,0,0,Nopparat Udomprecha from Arvada. Last visit on 11/15/2020,0
41,1,0,110,172,0,0,158,0,0.0,2,0,3,0,OK,632 Belmar Drive,Edmond,73025,Elise Carlsen,469-42-5030,0,1,0,Elise Carlsen from Edmond. Last visit on 07/19/2018,0
51,0,0,130,305,0,1,142,1,1.2,1,0,3,0,FL,1515 Chandlee Avenue,Panama City,32405,Laura Munteanu,669-31-5112,0,1,1,Laura Munteanu from Panama City. Last visit on 03/03/2019,0
58,1,0,128,216,0,0,131,1,2.2,1,3,3,0,OK,10632 Admiral Court,Oklahoma City,73162,Lisandro Milanesi,729-52-4147,0,0,1,Lisandro Milanesi from Oklahoma City. Last visit on 12/24/2019,1
54,1,0,120,188,0,1,113,0,1.4,1,1,3,0,CO,11655 West 81st Avenue,Arvada,80005,Farah Hayek,852-88-2051,0,1,0,Farah Hayek from Arvada. Last visit on 08/10/2019,0
60,1,0,145,282,0,0,142,1,2.8,1,2,3,0,DC,3500 Blanchard Drive Southwest,Washington,20032,Hana Cermakova,568-30-8662,0,0,0,Hana Cermakova from Washington. Last visit on 11/13/2020,0
60,1,2,140,185,0,0,155,0,3.0,1,0,2,0,CA,2755 Country Drive,Fremont,94536,Raymond Boule,522-20-2799,0,1,1,Raymond Boule from Fremont. Last visit on 06/18/2020,1
59,1,0,170,326,0,0,140,1,3.4,0,0,3,0,AL,1850 Berryhill Place,Montgomery,36117,Elif Yildiz,356-19-5743,0,1,1,Elif Yildiz from Montgomery. Last visit on 08/07/2020,0
46,1,2,150,231,0,1,147,0,3.6,1,0,2,0,AR,58 North U.S.A Drive,Fayetteville,72701,Hasan Aydin,829-21-4689,0,0,0,Hasan Aydin from Fayetteville. Last visit on 04/05/2018,0
67,1,0,125,254,1,1,163,0,0.2,1,2,3,0,CO,8785 Ellis Court,Arvada,80005,Priya Nayar,862-85-6605,0,0,0,Priya Nayar from Arvada. Last visit on 05/29/2020,0
62,1,0,120,267,0,1,99,1,1.8,1,2,3,0,MD,1636 Briarview Court,Severn,21144,Mayung Lam,659-99-4472,0,0,0,Mayung Lam from Severn. Last visit on 12/06/2020,1
65,1,0,110,248,0,0,158,0,0.6,2,2,1,0,CT,12 Knox Street,Manchester,06040,Lan Dam,898-76-5975,0,0,0,Lan Dam from Manchester. Last visit on 03/19/2020,1
44,1,0,110,197,0,0,177,0,0.0,2,1,2,0,CT,425 Middle Turnpike East,Manchester,06040,Tijana Stankovic,913-42-1866,0,0,0,Tijana Stankovic from Manchester. Last visit on 01/13/2020,0
60,1,0,125,258,0,0,141,1,2.8,1,1,3,0,AR,2017 North Hartford Drive,Fayetteville,72701,Bertram Juhl,316-55-6685,0,0,0,Bertram Juhl from Fayetteville. Last visit on 09/13/2020,0
58,1,0,150,270,0,0,111,1,0.8,2,0,3,0,MD,5900 Upland Road,Brooklyn Park,21225,Hannah Weber,371-77-5314,0,0,0,Hannah Weber from Brooklyn Park. Last visit on 07/04/2020,1
68,1,2,180,274,1,0,150,1,1.6,1,0,3,0,FL,9331 Edison Road,Lithia,33547,Hong Ts'ui,204-84-2294,0,0,0,Hong Ts'ui from Lithia. Last visit on 06/17/2019,0
62,0,0,160,164,0,0,145,0,6.2,0,3,3,0,AK,1810 Orchard Place,Anchorage,99502,Ona Grigaite,161-83-4151,1,1,0,Ona Grigaite from Anchorage. Last visit on 12/09/2019,0
52,1,0,128,255,0,1,161,1,0.0,2,1,3,0,CA,145 Grau Drive,Fremont,94536,Miren Elorriaga,500-30-8047,0,0,0,Miren Elorriaga from Fremont. Last visit on 07/22/2019,0
59,1,0,110,239,0,0,142,1,1.2,1,1,3,0,CA,3959 Fairlands Drive,Pleasanton,94588,Myung-ok Yoo,649-78-8840,0,1,0,Myung-ok Yoo from Pleasanton. Last visit on 02/07/2018,0
60,0,0,150,258,0,0,157,0,2.6,1,2,3,0,AK,3613 East 18th Avenue,Anchorage,99508,Nadir Segizbaiuly,338-65-3338,1,0,0,Nadir Segizbaiuly from Anchorage. Last visit on 09/24/2019,0
49,1,2,120,188,0,1,139,0,2.0,1,3,3,0,AR,1275 South Holland Drive,Fayetteville,72704,Amaia Gerenabarrena,735-96-9567,0,0,0,Amaia Gerenabarrena from Fayetteville. Last visit on 04/09/2018,0
59,1,0,140,177,0,1,162,1,0.0,2,1,3,0,KY,109 Cambridge Station Road,Louisville,40223,Liisi Pyysalo,372-61-4456,0,0,0,Liisi Pyysalo from Louisville. Last visit on 07/17/2020,0
57,1,2,128,229,0,0,150,0,0.4,1,1,3,0,AR,2107 Elfen Glen,Van Buren,72956,Noora Linna,969-70-1805,0,1,0,Noora Linna from Van Buren. Last visit on 12/28/2020,0
61,1,0,120,260,0,1,140,1,3.6,1,1,3,0,CO,8522 Ingalls Circle,Arvada,80003,Bella Adinda,486-49-2796,0,0,0,Bella Adinda from Arvada. Last visit on 01/14/2019,1
39,1,0,118,219,0,1,140,0,1.2,1,0,3,0,MD,1809 Cedar Drive,Severn,21144,Olga Panicucci,976-21-4027,0,0,0,Olga Panicucci from Severn. Last visit on 06/23/2018,0
61,0,0,145,307,0,0,146,1,1.0,1,0,3,0,AR,1376 Oakland Avenue,Fayetteville,72703,Josif Brkic,596-52-7290,1,0,0,Josif Brkic from Fayetteville. Last visit on 12/26/2018,0
56,1,0,125,249,1,0,144,1,1.2,1,1,2,0,FL,4306 Bylsma Circle,Panama City,32404,Yea-eun An,712-62-5817,0,0,0,Yea-eun An from Panama City. Last visit on 05/27/2018,0
43,0,0,132,341,1,0,136,1,3.0,1,0,3,0,CT,233 Buckland Hills Drive,Manchester,06042,Sarmis Saulitis,199-55-8310,1,0,1,Sarmis Saulitis from Manchester. Last visit on 10/14/2018,1
62,0,2,130,263,0,1,97,0,1.2,1,1,3,0,OK,7701 Southwest 104th Street,Oklahoma City,73169,Miro Matkovic,757-43-4053,0,0,1,Miro Matkovic from Oklahoma City. Last visit on 10/08/2018,1
63,1,0,130,330,1,0,132,1,1.8,2,3,3,0,KY,14003 Crossbranch Court,Louisville,40245,Eugen Munteanu,744-70-5713,0,0,0,Eugen Munteanu from Louisville. Last visit on 11/18/2019,0
65,1,0,135,254,0,0,127,0,2.8,1,1,3,0,CO,19590 East Batavia Drive,Aurora,80011,Andi Dharmawan,247-29-5500,0,1,0,Andi Dharmawan from Aurora. Last visit on 04/11/2018,0
48,1,0,130,256,1,0,150,1,0.0,2,2,3,0,CO,6424 Simms Street,Arvada,80004,Adrian Kowalczyk,737-86-5033,0,0,0,Adrian Kowalczyk from Arvada. Last visit on 08/17/2020,0
63,0,0,150,407,0,0,154,0,4.0,1,3,3,0,TN,718 Dutchmans Court,Nashville,37076,Anja Sever,846-14-4391,1,1,1,Anja Sever from Nashville. Last visit on 11/17/2018,0
55,1,0,140,217,0,1,111,1,5.6,0,0,3,0,MD,8496 Isles Court,Pasadena,21122,Gurpal Krishnan,900-61-1045,0,0,0,Gurpal Krishnan from Pasadena. Last visit on 10/28/2020,0
65,1,3,138,282,1,0,174,0,1.4,1,1,2,0,AR,100 East Joyce Boulevard,Fayetteville,72703,Oscar Godinez,907-67-3741,0,0,0,Oscar Godinez from Fayetteville. Last visit on 04/24/2020,0
56,0,0,200,288,1,0,133,1,4.0,0,2,3,0,CA,9036 Calico Court,Hesperia,92344,Salam Bettar,168-57-1056,1,1,0,Salam Bettar from Hesperia. Last visit on 06/27/2018,0
54,1,0,110,239,0,1,126,1,2.8,1,1,3,0,AR,2723 East Joyce Boulevard,Fayetteville,72703,Slobodan Raskovic,558-86-8635,0,1,0,Slobodan Raskovic from Fayetteville. Last visit on 09/19/2019,0
70,1,0,145,174,0,1,125,1,2.6,0,0,3,0,CA,90 Via Verde,San Lorenzo,94580,Nanami Nakayama,491-51-6215,0,0,1,Nanami Nakayama from San Lorenzo. Last visit on 06/10/2019,0
62,1,1,120,281,0,0,103,0,1.4,1,1,3,0,OK,1015 Castle Road,Edmond,73034,Stanislava Chervenkova,909-92-8242,0,0,0,Stanislava Chervenkova from Edmond. Last visit on 05/29/2020,1
35,1,0,120,198,0,1,130,1,1.6,1,0,3,0,AR,2787 West Blackstone Crossing,Fayetteville,72704,Snezana Todorovic,333-20-7251,0,0,0,Snezana Todorovic from Fayetteville. Last visit on 09/27/2020,0
59,1,3,170,288,0,0,159,0,0.2,1,0,3,0,AK,3555 Alamosa Drive,Anchorage,99502,Stefan Milea,435-11-1420,0,0,0,Stefan Milea from Anchorage. Last visit on 05/26/2018,1
64,1,2,125,309,0,1,131,1,1.8,1,0,3,0,AZ,6231 North 59th Avenue,Glendale,85301,Raul Laurits,703-14-3098,0,1,0,Raul Laurits from Glendale. Last visit on 06/18/2018,1
47,1,2,108,243,0,1,152,0,0.0,2,0,2,0,AL,311 South Panama Street,Montgomery,36107,Jiang Liu,497-62-6853,0,1,1,Jiang Liu from Montgomery. Last visit on 11/14/2020,0
57,1,0,165,289,1,0,124,0,1.0,1,3,3,0,TN,3313 Daisy Trail,Nashville,37013,Beata Kowalska,727-29-6953,0,0,0,Beata Kowalska from Nashville. Last visit on 04/03/2019,1
55,1,0,160,289,0,0,145,1,0.8,1,1,3,0,AK,5436 Dorbrandt Street,Anchorage,99518,Rene Pelletier,926-57-4709,0,0,1,Rene Pelletier from Anchorage. Last visit on 12/31/2018,0
64,1,0,120,246,0,0,96,1,2.2,0,1,2,0,CA,553 South Arlington Road,Orange,92869,Bayan Saparkyzy,995-49-4115,0,0,0,Bayan Saparkyzy from Orange. Last visit on 03/26/2019,0
70,1,0,130,322,0,0,109,0,2.4,1,3,2,0,DC,615 Q Street Northwest,Washington,20001,Genevieve Arcouet,640-71-2706,0,0,0,Genevieve Arcouet from Washington. Last visit on 07/19/2019,0
51,1,0,140,299,0,1,173,1,1.6,2,0,3,0,CO,457 Mountain Village Boulevard,Mountain Village,81435,Drazenka Anic,525-72-1212,0,0,0,Drazenka Anic from Mountain Village. Last visit on 02/23/2018,0
58,1,0,125,300,0,0,171,0,0.0,2,2,3,0,AL,144 Lauderdale Street,Montgomery,36116,Paulius Vaitkus,297-50-7486,0,0,0,Paulius Vaitkus from Montgomery. Last visit on 05/13/2019,1
60,1,0,140,293,0,0,170,0,1.2,1,2,3,0,GA,2 Ambelwood Way,Savannah,31411,Genevieve Plante,915-30-4403,0,1,0,Genevieve Plante from Savannah. Last visit on 09/10/2019,1
77,1,0,125,304,0,0,162,1,0.0,2,3,2,0,FL,4113 Holiday Drive,Panama City,32408,Kevin Katona,255-18-2677,0,1,1,Kevin Katona from Panama City. Last visit on 08/05/2020,0
35,1,0,126,282,0,0,156,1,0.0,2,0,3,0,AR,2001 Van Hoose Drive,Fayetteville,72701,Jaan Valbe,746-44-6100,0,0,0,Jaan Valbe from Fayetteville. Last visit on 10/02/2018,0
70,1,2,160,269,0,1,112,1,2.9,1,1,3,0,AL,9457 Winfield Place,Montgomery,36117,Marja Kestilä,365-76-3327,0,0,0,Marja Kestilä from Montgomery. Last visit on 10/11/2019,0
59,0,0,174,249,0,1,143,1,0.0,1,0,2,0,AL,1120 Mitchell Young Road,Montgomery,36108,Valentina Alexandrova,529-43-1605,0,1,0,Valentina Alexandrova from Montgomery. Last visit on 06/25/2020,0
64,1,0,145,212,0,0,132,0,2.0,1,2,1,0,CO,12816 West 65th Way,Arvada,80004,Lisa Richter,731-92-5167,0,0,0,Lisa Richter from Arvada. Last visit on 10/26/2019,1
57,1,0,152,274,0,1,88,1,1.2,1,1,3,0,MA,10 Erick Road,Mansfield,02048,Amol Bhatnagar,719-96-2472,0,0,0,Amol Bhatnagar from Mansfield. Last visit on 04/15/2019,0
56,1,0,132,184,0,0,105,1,2.1,1,1,1,0,AR,481 East Redbud Lane,Fayetteville,72703,Ioannis Exarchopoulos,405-64-3630,0,0,0,Ioannis Exarchopoulos from Fayetteville. Last visit on 04/10/2019,0
48,1,0,124,274,0,0,166,0,0.5,1,0,3,0,OK,320 Northwest 22nd Street,Oklahoma City,73103,Leire Ibarrolaburu,944-26-2074,0,0,1,Leire Ibarrolaburu from Oklahoma City. Last visit on 08/03/2020,1
56,0,0,134,409,0,0,150,1,1.9,1,2,3,0,AR,33 South Hill Avenue,Fayetteville,72701,Ca Lai,153-26-7030,0,0,0,Ca Lai from Fayetteville. Last visit on 01/14/2018,0
66,1,1,160,246,0,1,120,1,0.0,1,3,1,0,TN,355 Gillette Road,Nashville,37211,Miroslav Svoboda,403-46-8321,0,1,0,Miroslav Svoboda from Nashville. Last visit on 03/07/2019,0
54,1,1,192,283,0,0,195,0,0.0,2,1,3,0,GA,151 Main Street,Savannah,31408,Vaishali Purohit,946-57-4079,0,0,0,Vaishali Purohit from Savannah. Last visit on 07/17/2020,0
69,1,2,140,254,0,0,146,0,2.0,1,3,3,0,FL,545 Tracey Drive,Panama City,32404,Ali Yilmaz,600-36-4384,0,0,0,Ali Yilmaz from Panama City. Last visit on 01/15/2019,0
51,1,0,140,298,0,1,122,1,4.2,1,3,3,0,VT,3 Southerberry Drive,Montgomery,05468,Majda Pusnik,719-32-7584,0,0,1,Majda Pusnik from Montgomery. Last visit on 05/23/2018,1
43,1,0,132,247,1,0,143,1,0.1,1,4,3,0,DC,736 Sicard Street Southeast,Washington,20003,Cynthia Looi,443-56-7300,0,0,0,Cynthia Looi from Washington. Last visit on 07/12/2019,0
62,0,0,138,294,1,1,106,0,1.9,1,3,2,0,CA,6214 Herzog Street,Oakland,94608,Chris Kuo,186-72-4347,0,0,0,Chris Kuo from Oakland. Last visit on 01/25/2019,0
67,1,0,100,299,0,0,125,1,0.9,1,2,2,0,AR,1160 North College Avenue,Fayetteville,72703,Elize Harmsen,801-72-2981,0,0,0,Elize Harmsen from Fayetteville. Last visit on 03/12/2019,1
59,1,3,160,273,0,0,125,0,0.0,2,0,2,0,AZ,5843 West McLellan Road,Glendale,85301,Jakub Lukes,474-14-4745,0,0,1,Jakub Lukes from Glendale. Last visit on 11/25/2019,0
45,1,0,142,309,0,0,147,1,0.0,1,3,3,0,CA,1452 55th Avenue,Oakland,94621,Tarja Hyypiä,901-53-8740,0,0,0,Tarja Hyypiä from Oakland. Last visit on 08/29/2019,0
58,1,0,128,259,0,0,130,1,3.0,1,2,3,0,CA,4255 Tanager Common,Fremont,94555,Ayame Yamamoto,159-19-7489,0,0,1,Ayame Yamamoto from Fremont. Last visit on 05/04/2018,0
50,1,0,144,200,0,0,126,1,0.9,1,0,3,0,AZ,13426 West Rovey Avenue,Litchfield Park,85340,Radoslava Bacheva,284-36-2307,0,0,0,Radoslava Bacheva from Litchfield Park. Last visit on 03/24/2018,0
62,0,0,150,244,0,1,154,1,1.4,1,0,2,0,MA,195 Nursery Street,Springfield,01104,Edi Kolar,898-53-8156,0,1,0,Edi Kolar from Springfield. Last visit on 05/16/2020,0
38,1,3,120,231,0,1,182,1,3.8,1,0,3,0,CT,126 Marjorie Lane,Manchester,06042,Alina Oleksiienko,999-41-4516,0,1,0,Alina Oleksiienko from Manchester. Last visit on 02/06/2018,0
66,0,0,178,228,1,1,165,1,1.0,1,2,3,0,MA,22 Charnock Street,Beverly,01915,Tomas Kohout,296-47-9970,1,0,1,Tomas Kohout from Beverly. Last visit on 03/23/2019,1
